VK,Hold,Flight,char,jitter,source,sentence_id,label
32,45,409, ,9.0,pcg64,14286.0,1
76,163,587,L,43.0,pcg64,4148.0,1
85,408,82,U,837.0,mersenne,6930.0,1
72,369,307,H,192.0,philox,10575.0,1
32,350,337, ,352.0,mersenne,1583.0,1
83,322,379,S,310.0,pcg64,2293.0,1
190,72,-1,[UNK],361.0,human,,0
69,111,39,E,43.0,human,,0
73,456,116,I,724.0,mersenne,14894.0,1
69,375,262,E,243.0,xoroshiro128,2993.0,1
77,343,1074,M,581.0,mersenne,18768.0,1
85,90,372,U,7.0,xoroshiro128,8292.0,1
69,325,32,E,139.0,philox,1653.0,1
32,266,231, ,335.0,philox,9611.0,1
73,364,16,I,441.0,xoroshiro128,18576.0,1
73,80,104,I,64.0,human,,0
68,325,494,D,50.0,philox,227.0,1
82,108,687,R,182.0,xoroshiro128,6383.0,1
85,113,104,U,186.0,mersenne,14639.0,1
16,147,176,[UNK],272.0,human,,0
83,232,637,S,68.0,xoroshiro128,1104.0,1
65,147,616,A,185.0,xoroshiro128,16835.0,1
32,60,126, ,210.0,philox,17115.0,1
32,88,136, ,32.0,human,,0
89,71,652,Y,61.0,pcg64,17720.0,1
69,456,717,E,397.0,mersenne,3214.0,1
32,492,76, ,155.0,mersenne,14786.0,1
65,61,144,A,546.0,pcg64,8906.0,1
32,113,451, ,240.0,xoroshiro128,2117.0,1
79,295,257,O,524.0,mersenne,15052.0,1
8,64,152,[BACKSPACE],664.0,human,,0
8,52,190,[BACKSPACE],0.0,human,,0
69,110,144,E,65.0,human,,0
79,62,559,O,122.0,philox,14721.0,1
71,146,175,G,60.0,pcg64,555.0,1
78,215,677,N,226.0,xoroshiro128,7886.0,1
32,137,123, ,108.0,pcg64,3067.0,1
32,135,252, ,203.0,xoroshiro128,18117.0,1
84,35,189,T,394.0,pcg64,10261.0,1
78,139,100,N,72.0,pcg64,6336.0,1
84,287,287,T,147.0,philox,9361.0,1
87,42,275,W,450.0,mersenne,10489.0,1
32,123,407, ,66.0,pcg64,86.0,1
82,381,264,R,198.0,pcg64,15361.0,1
84,311,1044,T,123.0,mersenne,6425.0,1
48,198,560,0,510.0,philox,12656.0,1
83,119,415,S,159.0,pcg64,355.0,1
69,47,691,E,220.0,philox,8933.0,1
76,102,307,L,262.0,pcg64,3452.0,1
73,158,479,I,191.0,xoroshiro128,7825.0,1
79,226,664,O,362.0,mersenne,6477.0,1
65,125,172,A,171.0,human,,0
67,249,327,C,132.0,pcg64,2416.0,1
79,336,639,O,473.0,pcg64,10022.0,1
71,252,246,G,74.0,xoroshiro128,1451.0,1
65,214,965,A,447.0,mersenne,1037.0,1
55,366,683,7,297.0,philox,12327.0,1
76,102,991,L,534.0,mersenne,1428.0,1
78,46,436,N,204.0,philox,1277.0,1
77,196,181,M,338.0,mersenne,14826.0,1
69,195,429,E,556.0,mersenne,15906.0,1
65,62,179,A,474.0,xoroshiro128,1189.0,1
16,224,240,[UNK],8.0,human,,0
80,78,296,P,76.0,human,,0
79,275,654,O,376.0,philox,2511.0,1
32,232,337, ,365.0,mersenne,986.0,1
84,305,249,T,163.0,xoroshiro128,7382.0,1
67,348,438,C,377.0,xoroshiro128,14828.0,1
32,140,489, ,327.0,pcg64,376.0,1
79,136,134,O,20.0,philox,18392.0,1
78,344,449,N,20.0,philox,3598.0,1
8,812,473,[BACKSPACE],396.0,human,,0
32,244,621, ,454.0,philox,5316.0,1
69,129,76,E,532.0,xoroshiro128,12847.0,1
69,335,667,E,600.0,xoroshiro128,1506.0,1
69,291,344,E,96.0,xoroshiro128,277.0,1
32,29,337, ,156.0,xoroshiro128,807.0,1
67,60,19,C,305.0,xoroshiro128,11814.0,1
67,94,219,C,47.0,human,,0
69,96,411,E,134.0,pcg64,5728.0,1
32,157,342, ,29.0,xoroshiro128,3744.0,1
65,275,70,A,520.0,pcg64,15768.0,1
32,88,152, ,72.0,human,,0
32,333,276, ,214.0,xoroshiro128,1400.0,1
67,120,253,C,59.0,human,,0
49,112,123,1,386.0,pcg64,3460.0,1
84,27,264,T,725.0,mersenne,758.0,1
84,152,320,T,88.0,human,,0
79,364,367,O,307.0,philox,9516.0,1
73,183,274,I,144.0,xoroshiro128,88.0,1
75,84,690,K,398.0,xoroshiro128,3198.0,1
69,462,69,E,542.0,mersenne,5220.0,1
83,266,187,S,451.0,xoroshiro128,8935.0,1
65,64,439,A,247.0,xoroshiro128,17557.0,1
80,150,637,P,370.0,pcg64,5640.0,1
76,216,453,L,435.0,xoroshiro128,850.0,1
32,329,231, ,93.0,philox,15556.0,1
78,342,395,N,86.0,xoroshiro128,1963.0,1
73,174,296,I,160.0,pcg64,16987.0,1
163,0,31,[UNK],16.0,human,,0
80,249,290,P,192.0,pcg64,18.0,1
73,19,278,I,100.0,philox,11427.0,1
83,303,173,S,530.0,mersenne,12069.0,1
67,195,192,C,60.0,pcg64,1729.0,1
79,51,21,O,818.0,mersenne,19.0,1
32,119,972, ,117.0,mersenne,7756.0,1
83,110,75,S,106.0,human,,0
73,106,57,I,139.0,philox,7518.0,1
86,58,593,V,2.0,xoroshiro128,6127.0,1
32,146,754, ,599.0,human,,0
20,102,47,[UNK],103.0,human,,0
32,110,209, ,3.0,human,,0
65,67,366,A,88.0,xoroshiro128,18323.0,1
67,111,321,C,186.0,human,,0
84,70,196,T,85.0,philox,16577.0,1
79,37,176,O,442.0,xoroshiro128,4453.0,1
83,72,47,S,506.0,human,,0
32,254,16, ,379.0,philox,1785.0,1
73,259,129,I,281.0,pcg64,4077.0,1
32,445,762, ,55.0,mersenne,14931.0,1
84,120,88,T,16.0,human,,0
83,365,45,S,102.0,pcg64,14812.0,1
80,334,414,P,620.0,mersenne,8245.0,1
32,380,179, ,65.0,pcg64,17078.0,1
79,56,70,O,290.0,philox,16668.0,1
85,228,551,U,409.0,pcg64,7837.0,1
65,38,95,A,317.0,pcg64,184.0,1
71,322,478,G,82.0,xoroshiro128,9963.0,1
78,257,153,N,52.0,mersenne,5175.0,1
67,46,377,C,84.0,philox,9142.0,1
78,179,461,N,240.0,mersenne,18036.0,1
73,120,119,I,296.0,human,,0
32,88,200, ,816.0,human,,0
65,188,117,A,105.0,pcg64,11589.0,1
77,165,143,M,446.0,pcg64,178.0,1
82,137,315,R,297.0,xoroshiro128,5069.0,1
69,266,696,E,465.0,xoroshiro128,476.0,1
79,89,196,O,20.0,human,,0
68,275,638,D,73.0,xoroshiro128,15013.0,1
84,301,383,T,222.0,pcg64,17787.0,1
78,402,589,N,77.0,mersenne,10547.0,1
78,61,303,N,81.0,human,,0
76,49,567,L,43.0,pcg64,7550.0,1
32,286,230, ,340.0,pcg64,10797.0,1
8,53,190,[BACKSPACE],47.0,human,,0
69,246,30,E,580.0,philox,17730.0,1
77,371,619,M,11.0,xoroshiro128,740.0,1
69,187,97,E,338.0,xoroshiro128,18655.0,1
78,21,456,N,227.0,pcg64,10688.0,1
65,227,190,A,109.0,philox,4495.0,1
160,0,31,[UNK],0.0,human,,0
87,78,685,W,172.0,xoroshiro128,228.0,1
73,384,619,I,97.0,philox,59.0,1
68,210,285,D,162.0,philox,391.0,1
69,281,141,E,226.0,xoroshiro128,343.0,1
69,159,249,E,72.0,pcg64,2965.0,1
67,220,438,C,194.0,pcg64,1857.0,1
67,196,171,C,160.0,xoroshiro128,4066.0,1
84,313,618,T,71.0,pcg64,514.0,1
87,159,474,W,105.0,pcg64,18660.0,1
65,285,473,A,96.0,pcg64,96.0,1
32,88,577, ,498.0,pcg64,15185.0,1
71,321,69,G,86.0,pcg64,6744.0,1
79,262,395,O,368.0,philox,1676.0,1
32,265,27, ,407.0,xoroshiro128,9427.0,1
72,257,211,H,25.0,xoroshiro128,17349.0,1
82,474,935,R,613.0,mersenne,10635.0,1
85,74,259,U,149.0,pcg64,5459.0,1
74,131,664,J,169.0,xoroshiro128,14723.0,1
13,109,358,[ENTER],188.0,human,,0
78,172,18,N,563.0,philox,16983.0,1
76,305,428,L,19.0,philox,12776.0,1
82,473,908,R,6.0,mersenne,5821.0,1
69,245,37,E,321.0,philox,17795.0,1
78,125,375,N,16.0,human,,0
70,206,23,F,411.0,philox,1033.0,1
65,100,444,A,223.0,philox,1564.0,1
82,354,607,R,563.0,mersenne,12623.0,1
73,237,188,I,435.0,philox,15678.0,1
69,80,184,E,144.0,human,,0
32,88,208, ,96.0,human,,0
67,192,230,C,80.0,pcg64,10981.0,1
85,258,699,U,646.0,pcg64,4501.0,1
65,140,312,A,313.0,human,,0
82,63,172,R,32.0,human,,0
32,304,349, ,47.0,xoroshiro128,12928.0,1
32,140,500, ,67.0,pcg64,1549.0,1
73,80,104,I,112.0,human,,0
69,308,492,E,184.0,mersenne,6353.0,1
50,376,1174,2,714.0,mersenne,14960.0,1
72,81,128,H,223.0,human,,0
32,104,170, ,26.0,human,,0
32,119,176, ,88.0,human,,0
78,341,478,N,368.0,pcg64,2045.0,1
77,285,658,M,647.0,pcg64,2929.0,1
69,337,425,E,697.0,mersenne,14818.0,1
69,54,567,E,82.0,pcg64,11217.0,1
68,39,527,D,388.0,human,,0
69,91,517,E,198.0,pcg64,11943.0,1
69,63,196,E,84.0,human,,0
79,119,460,O,204.0,xoroshiro128,14483.0,1
32,259,59, ,564.0,philox,18608.0,1
68,267,243,D,327.0,pcg64,985.0,1
32,453,602, ,26.0,mersenne,17427.0,1
80,304,364,P,106.0,pcg64,4300.0,1
82,327,618,R,181.0,pcg64,12040.0,1
32,148,670, ,341.0,philox,1600.0,1
72,28,410,H,360.0,philox,18647.0,1
83,94,345,S,306.0,philox,4824.0,1
89,224,435,Y,302.0,philox,17690.0,1
83,194,442,S,131.0,pcg64,7960.0,1
76,77,207,L,101.0,pcg64,16592.0,1
79,25,312,O,176.0,philox,15267.0,1
80,310,69,P,212.0,philox,7813.0,1
32,442,405, ,668.0,mersenne,10386.0,1
32,285,278, ,297.0,philox,6009.0,1
32,80,168, ,8.0,human,,0
78,262,293,N,198.0,pcg64,10728.0,1
32,22,117, ,18.0,mersenne,11233.0,1
79,397,201,O,449.0,philox,11482.0,1
65,158,583,A,71.0,philox,14640.0,1
78,385,570,N,261.0,philox,15756.0,1
32,199,503, ,266.0,xoroshiro128,3867.0,1
65,371,106,A,580.0,pcg64,4902.0,1
32,343,89, ,373.0,xoroshiro128,8303.0,1
84,244,528,T,298.0,mersenne,4670.0,1
69,48,86,E,470.0,pcg64,6969.0,1
32,25,169, ,20.0,xoroshiro128,4176.0,1
32,375,140, ,116.0,pcg64,1146.0,1
83,119,64,S,16.0,human,,0
84,282,1076,T,517.0,mersenne,2007.0,1
69,280,62,E,519.0,philox,17417.0,1
82,122,155,R,496.0,xoroshiro128,13420.0,1
67,63,287,C,192.0,human,,0
82,287,657,R,420.0,philox,8993.0,1
56,113,264,8,72.0,pcg64,8996.0,1
32,51,588, ,526.0,philox,13984.0,1
82,133,460,R,335.0,xoroshiro128,4342.0,1
8,254,807,[BACKSPACE],745.0,human,,0
32,173,202, ,384.0,xoroshiro128,1515.0,1
69,309,614,E,117.0,pcg64,13508.0,1
82,140,592,R,11.0,pcg64,18754.0,1
73,80,132,I,270.0,philox,17445.0,1
78,168,274,N,340.0,xoroshiro128,2774.0,1
79,251,47,O,28.0,philox,12179.0,1
78,61,78,N,73.0,pcg64,4031.0,1
73,237,1060,I,999.0,mersenne,694.0,1
86,39,122,V,48.0,human,,0
70,76,19,F,356.0,mersenne,16743.0,1
86,321,345,V,212.0,philox,16626.0,1
89,118,85,Y,0.0,mersenne,2047.0,1
83,135,326,S,225.0,human,,0
67,205,293,C,24.0,mersenne,9239.0,1
78,175,167,N,489.0,xoroshiro128,3033.0,1
83,123,194,S,67.0,pcg64,13579.0,1
69,259,481,E,558.0,mersenne,8015.0,1
79,435,963,O,908.0,mersenne,14792.0,1
84,414,766,T,715.0,mersenne,8996.0,1
77,98,628,M,540.0,philox,17118.0,1
32,225,434, ,154.0,philox,18044.0,1
8,20,30,[BACKSPACE],1.0,human,,0
79,274,249,O,149.0,xoroshiro128,8661.0,1
69,260,210,E,281.0,pcg64,2874.0,1
80,321,83,P,502.0,pcg64,15251.0,1
78,212,318,N,138.0,xoroshiro128,8449.0,1
83,100,953,S,912.0,mersenne,8111.0,1
79,37,559,O,149.0,mersenne,9720.0,1
65,308,87,A,168.0,philox,15813.0,1
32,287,239, ,381.0,pcg64,18688.0,1
32,104,72, ,16.0,human,,0
69,280,426,E,113.0,xoroshiro128,2014.0,1
82,88,33,R,595.0,philox,681.0,1
78,97,101,N,553.0,pcg64,8774.0,1
68,218,426,D,127.0,xoroshiro128,12732.0,1
67,276,281,C,150.0,philox,13054.0,1
79,152,88,O,368.0,human,,0
85,178,1138,U,619.0,mersenne,5328.0,1
78,284,375,N,351.0,philox,15505.0,1
69,66,616,E,21.0,pcg64,5281.0,1
69,168,615,E,360.0,pcg64,8412.0,1
84,431,330,T,516.0,mersenne,11230.0,1
84,349,682,T,518.0,xoroshiro128,14529.0,1
69,171,376,E,218.0,xoroshiro128,11982.0,1
32,315,22, ,651.0,xoroshiro128,10822.0,1
68,151,596,D,222.0,pcg64,5221.0,1
32,395,494, ,124.0,xoroshiro128,12671.0,1
83,266,247,S,258.0,pcg64,13130.0,1
76,183,619,L,372.0,philox,12967.0,1
65,117,352,A,497.0,mersenne,1785.0,1
8,216,304,[BACKSPACE],176.0,human,,0
83,133,210,S,541.0,mersenne,13111.0,1
69,499,578,E,468.0,mersenne,10991.0,1
84,228,93,T,7.0,philox,1653.0,1
79,133,1042,O,809.0,human,,0
65,321,159,A,165.0,philox,14986.0,1
69,112,104,E,64.0,human,,0
84,188,163,T,26.0,xoroshiro128,789.0,1
32,73,176, ,177.0,human,,0
79,72,152,O,432.0,human,,0
67,113,693,C,322.0,mersenne,9050.0,1
83,17,518,S,388.0,pcg64,208.0,1
78,445,787,N,689.0,mersenne,4120.0,1
79,71,68,O,66.0,philox,10290.0,1
69,145,366,E,155.0,philox,18744.0,1
65,293,696,A,615.0,pcg64,15405.0,1
70,121,371,F,139.0,xoroshiro128,18232.0,1
86,267,876,V,550.0,mersenne,16603.0,1
72,184,87,H,609.0,pcg64,15563.0,1
79,377,294,O,267.0,philox,7103.0,1
67,336,645,C,608.0,xoroshiro128,17118.0,1
84,367,88,T,14.0,pcg64,10447.0,1
84,88,192,T,48.0,human,,0
87,298,132,W,268.0,xoroshiro128,1692.0,1
84,121,376,T,273.0,human,,0
82,454,526,R,605.0,mersenne,18547.0,1
83,129,160,S,279.0,philox,9880.0,1
98,52,660,[UNK],377.0,human,,0
77,136,72,M,32.0,human,,0
73,303,460,I,155.0,pcg64,22.0,1
32,274,556, ,127.0,philox,9329.0,1
32,308,348, ,73.0,xoroshiro128,471.0,1
73,280,102,I,57.0,philox,11362.0,1
69,195,419,E,115.0,philox,1332.0,1
32,376,119, ,111.0,mersenne,9754.0,1
65,56,641,A,42.0,pcg64,5252.0,1
73,123,350,I,337.0,philox,18617.0,1
82,104,224,R,992.0,human,,0
65,344,671,A,269.0,pcg64,10577.0,1
84,51,96,T,93.0,human,,0
78,226,656,N,583.0,xoroshiro128,3678.0,1
69,220,680,E,237.0,xoroshiro128,3235.0,1
72,310,400,H,194.0,pcg64,581.0,1
84,76,496,T,196.0,philox,1662.0,1
66,327,642,B,443.0,philox,15754.0,1
76,90,249,L,13.0,human,,0
69,283,326,E,259.0,xoroshiro128,1585.0,1
78,375,493,N,108.0,xoroshiro128,9785.0,1
79,249,674,O,292.0,xoroshiro128,14307.0,1
84,88,117,T,152.0,human,,0
69,252,185,E,173.0,pcg64,14743.0,1
71,71,510,G,230.0,human,,0
85,132,250,U,172.0,xoroshiro128,3228.0,1
67,176,666,C,360.0,philox,5111.0,1
80,62,43,P,307.0,philox,16868.0,1
72,183,129,H,28.0,xoroshiro128,17486.0,1
32,97,634, ,529.0,xoroshiro128,18283.0,1
79,389,436,O,14.0,philox,15358.0,1
76,220,149,L,446.0,xoroshiro128,18675.0,1
32,30,669, ,366.0,xoroshiro128,2326.0,1
65,72,88,A,0.0,human,,0
73,406,122,I,48.0,mersenne,9535.0,1
69,25,243,E,44.0,xoroshiro128,17343.0,1
66,281,224,B,190.0,mersenne,10601.0,1
32,88,624, ,376.0,human,,0
65,359,205,A,117.0,xoroshiro128,1327.0,1
75,380,484,K,315.0,philox,2911.0,1
78,150,231,N,324.0,xoroshiro128,5182.0,1
74,221,297,J,48.0,philox,9718.0,1
82,156,78,R,125.0,human,,0
84,306,759,T,125.0,mersenne,179.0,1
85,384,103,U,271.0,philox,17741.0,1
69,244,671,E,146.0,philox,9943.0,1
161,427,279,[UNK],10.0,human,,0
78,301,615,N,147.0,xoroshiro128,16331.0,1
190,62,625,[UNK],62.0,human,,0
84,107,583,T,285.0,xoroshiro128,4417.0,1
80,325,561,P,86.0,pcg64,2072.0,1
79,87,355,O,11.0,xoroshiro128,14210.0,1
79,55,409,O,520.0,mersenne,16975.0,1
67,80,376,C,64.0,human,,0
77,80,416,M,256.0,human,,0
79,111,95,O,72.0,human,,0
68,166,87,D,200.0,philox,11467.0,1
32,10,485, ,283.0,xoroshiro128,1852.0,1
73,367,657,I,164.0,philox,87.0,1
69,194,667,E,569.0,xoroshiro128,18336.0,1
79,72,216,O,72.0,human,,0
73,193,370,I,257.0,mersenne,9153.0,1
20,151,-1,[UNK],616.0,human,,0
32,97,87, ,65.0,human,,0
77,19,215,M,360.0,philox,15786.0,1
79,165,673,O,162.0,xoroshiro128,11412.0,1
82,82,225,R,191.0,philox,11358.0,1
82,310,336,R,300.0,xoroshiro128,4541.0,1
65,320,37,A,460.0,xoroshiro128,3235.0,1
80,70,953,P,268.0,mersenne,4273.0,1
84,109,143,T,60.0,human,,0
82,237,666,R,305.0,xoroshiro128,8485.0,1
32,221,609, ,459.0,xoroshiro128,15834.0,1
76,151,210,L,124.0,pcg64,398.0,1
86,356,74,V,358.0,philox,222.0,1
32,453,68, ,134.0,mersenne,442.0,1
67,70,637,C,257.0,pcg64,9596.0,1
32,38,42, ,12.0,philox,10041.0,1
65,84,498,A,488.0,pcg64,8854.0,1
32,237,332, ,309.0,pcg64,6926.0,1
69,331,158,E,275.0,mersenne,4762.0,1
65,146,189,A,42.0,xoroshiro128,2303.0,1
32,126,185, ,147.0,pcg64,18755.0,1
89,273,228,Y,191.0,pcg64,17329.0,1
73,171,149,I,139.0,xoroshiro128,2349.0,1
65,258,509,A,295.0,philox,1430.0,1
69,87,275,E,161.0,human,,0
32,118,90, ,22.0,human,,0
32,22,350, ,150.0,xoroshiro128,3845.0,1
68,305,480,D,37.0,mersenne,15213.0,1
69,19,60,E,90.0,human,,0
66,64,263,B,417.0,pcg64,5320.0,1
67,247,220,C,55.0,xoroshiro128,9077.0,1
82,69,594,R,205.0,xoroshiro128,3781.0,1
82,126,330,R,223.0,pcg64,18646.0,1
65,235,839,A,55.0,mersenne,759.0,1
72,89,436,H,16.0,philox,1755.0,1
84,395,633,T,402.0,philox,70.0,1
78,308,680,N,622.0,philox,15370.0,1
84,120,216,T,120.0,human,,0
84,365,458,T,112.0,philox,3024.0,1
68,396,29,D,392.0,xoroshiro128,14477.0,1
78,78,94,N,62.0,human,,0
84,333,453,T,69.0,philox,2319.0,1
13,90,246,[ENTER],104.0,human,,0
67,249,327,C,132.0,pcg64,2051.0,1
67,162,163,C,36.0,xoroshiro128,10760.0,1
82,41,105,R,163.0,philox,17689.0,1
72,347,1160,H,371.0,mersenne,1827.0,1
66,28,347,B,207.0,philox,9296.0,1
76,296,465,L,317.0,pcg64,4985.0,1
72,133,683,H,288.0,philox,15014.0,1
80,226,369,P,229.0,xoroshiro128,12527.0,1
69,117,469,E,364.0,pcg64,8785.0,1
32,80,88, ,162.0,pcg64,16669.0,1
68,48,104,D,120.0,human,,0
76,288,682,L,36.0,philox,11077.0,1
65,320,100,A,39.0,xoroshiro128,14233.0,1
32,349,155, ,239.0,pcg64,3228.0,1
71,105,76,G,154.0,philox,2193.0,1
65,24,443,A,46.0,philox,11996.0,1
81,343,110,Q,380.0,pcg64,3703.0,1
79,62,471,O,314.0,philox,2003.0,1
83,115,608,S,17.0,pcg64,1046.0,1
84,318,193,T,362.0,mersenne,11321.0,1
83,273,37,S,11.0,pcg64,18214.0,1
84,172,272,T,90.0,mersenne,11277.0,1
84,395,130,T,397.0,xoroshiro128,18004.0,1
79,265,74,O,10.0,pcg64,2001.0,1
84,136,232,T,104.0,human,,0
72,124,74,H,1089.0,mersenne,18772.0,1
85,263,601,U,207.0,mersenne,13124.0,1
69,455,419,E,141.0,mersenne,794.0,1
8,109,156,[BACKSPACE],157.0,human,,0
69,36,567,E,377.0,xoroshiro128,1444.0,1
69,54,454,E,32.0,pcg64,14281.0,1
32,167,167, ,318.0,pcg64,3057.0,1
67,170,356,C,326.0,mersenne,3987.0,1
73,142,953,I,608.0,mersenne,11015.0,1
65,481,309,A,493.0,mersenne,17831.0,1
65,136,48,A,96.0,human,,0
79,116,332,O,162.0,xoroshiro128,1905.0,1
82,112,332,R,153.0,pcg64,4516.0,1
84,85,401,T,95.0,pcg64,5036.0,1
77,13,128,M,59.0,pcg64,14834.0,1
83,286,259,S,354.0,philox,8959.0,1
69,253,555,E,116.0,pcg64,15275.0,1
69,222,451,E,111.0,philox,11655.0,1
32,92,-1, ,218.0,human,,0
73,94,1052,I,290.0,mersenne,164.0,1
69,133,583,E,95.0,philox,10390.0,1
69,250,74,E,141.0,pcg64,1759.0,1
82,402,514,R,128.0,mersenne,24.0,1
69,60,313,E,279.0,xoroshiro128,6655.0,1
69,100,95,E,1175.0,human,,0
32,290,504, ,23.0,pcg64,10322.0,1
65,200,431,A,76.0,philox,4109.0,1
79,115,1002,O,160.0,mersenne,12843.0,1
69,115,279,E,229.0,mersenne,2402.0,1
67,324,541,C,215.0,pcg64,2035.0,1
32,194,107, ,55.0,philox,683.0,1
32,371,350, ,277.0,pcg64,18420.0,1
32,126,104, ,587.0,philox,12657.0,1
67,120,320,C,216.0,human,,0
68,129,160,D,279.0,philox,10148.0,1
68,100,80,D,404.0,xoroshiro128,13298.0,1
85,87,129,U,142.0,human,,0
85,320,108,U,169.0,pcg64,8816.0,1
79,259,191,O,3.0,pcg64,5006.0,1
82,478,856,R,226.0,mersenne,17551.0,1
73,94,250,I,109.0,human,,0
32,230,320, ,97.0,xoroshiro128,2383.0,1
71,48,856,G,102.0,mersenne,16455.0,1
32,216,298, ,237.0,xoroshiro128,13419.0,1
32,50,52, ,540.0,pcg64,10763.0,1
78,285,636,N,35.0,pcg64,12947.0,1
68,286,560,D,498.0,philox,456.0,1
82,61,508,R,229.0,mersenne,1702.0,1
78,289,418,N,68.0,pcg64,2734.0,1
79,141,405,O,360.0,philox,16001.0,1
72,337,405,H,770.0,mersenne,17108.0,1
65,386,137,A,47.0,pcg64,15137.0,1
84,335,478,T,453.0,xoroshiro128,11469.0,1
72,140,602,H,18.0,philox,18203.0,1
79,294,302,O,285.0,mersenne,9227.0,1
72,150,235,H,130.0,xoroshiro128,18244.0,1
76,82,26,L,284.0,xoroshiro128,2647.0,1
32,323,170, ,252.0,philox,5143.0,1
79,24,768,O,384.0,mersenne,10907.0,1
67,265,298,C,82.0,xoroshiro128,4058.0,1
84,159,140,T,498.0,philox,1691.0,1
69,93,783,E,351.0,mersenne,17732.0,1
78,172,694,N,416.0,philox,10443.0,1
32,111,150, ,45.0,human,,0
188,101,269,[UNK],365.0,human,,0
73,208,603,I,250.0,xoroshiro128,8478.0,1
72,92,692,H,60.0,xoroshiro128,12848.0,1
69,40,977,E,709.0,mersenne,114.0,1
83,127,177,S,50.0,human,,0
69,220,628,E,543.0,mersenne,8025.0,1
70,54,344,F,77.0,philox,7583.0,1
79,176,631,O,201.0,pcg64,7397.0,1
87,71,273,W,196.0,xoroshiro128,17686.0,1
84,242,687,T,38.0,philox,18038.0,1
83,253,845,S,175.0,mersenne,553.0,1
65,67,966,A,32.0,mersenne,7089.0,1
67,167,374,C,126.0,pcg64,1126.0,1
69,278,1117,E,234.0,mersenne,5747.0,1
83,449,682,S,224.0,mersenne,4762.0,1
65,161,1143,A,185.0,mersenne,5303.0,1
82,79,536,R,177.0,xoroshiro128,2754.0,1
69,87,240,E,57.0,human,,0
32,299,868, ,81.0,mersenne,16674.0,1
79,129,271,O,517.0,mersenne,17817.0,1
83,237,249,S,298.0,pcg64,2802.0,1
70,86,220,F,61.0,human,,0
32,338,61, ,465.0,philox,15791.0,1
76,207,97,L,111.0,human,,0
32,152,1080, ,952.0,human,,0
73,190,321,I,25.0,xoroshiro128,965.0,1
85,243,438,U,705.0,mersenne,5502.0,1
99,125,1170,[UNK],1029.0,human,,0
73,99,585,I,93.0,pcg64,14651.0,1
68,386,1152,D,95.0,mersenne,15411.0,1
79,462,305,O,98.0,mersenne,12368.0,1
69,317,480,E,366.0,philox,1975.0,1
65,51,516,A,170.0,philox,2634.0,1
69,344,457,E,57.0,pcg64,1023.0,1
79,132,113,O,296.0,mersenne,8896.0,1
79,148,615,O,152.0,xoroshiro128,17748.0,1
65,177,168,A,294.0,pcg64,3745.0,1
32,226,163, ,104.0,pcg64,18099.0,1
32,38,371, ,40.0,philox,1914.0,1
83,93,461,S,113.0,philox,18658.0,1
83,76,418,S,170.0,xoroshiro128,804.0,1
76,338,632,L,461.0,mersenne,16914.0,1
84,344,566,T,344.0,philox,18090.0,1
84,375,275,T,389.0,philox,226.0,1
32,106,104, ,46.0,human,,0
97,56,1224,[UNK],1096.0,human,,0
84,12,540,T,138.0,philox,23.0,1
80,286,492,P,184.0,pcg64,10108.0,1
78,350,193,N,111.0,mersenne,5606.0,1
68,74,155,D,343.0,pcg64,296.0,1
79,115,318,O,90.0,mersenne,8102.0,1
79,186,288,O,170.0,pcg64,14823.0,1
32,402,920, ,321.0,mersenne,848.0,1
68,479,467,D,454.0,mersenne,15790.0,1
50,18,61,2,156.0,philox,16228.0,1
65,106,70,A,143.0,human,,0
65,386,518,A,114.0,xoroshiro128,8116.0,1
72,262,411,H,366.0,philox,3218.0,1
68,239,328,D,123.0,pcg64,11284.0,1
78,278,669,N,600.0,philox,13058.0,1
73,337,497,I,222.0,philox,5339.0,1
32,222,315, ,117.0,pcg64,9178.0,1
73,118,101,I,220.0,pcg64,106.0,1
65,373,357,A,287.0,pcg64,10130.0,1
69,176,465,E,451.0,mersenne,14804.0,1
84,230,183,T,241.0,philox,16888.0,1
87,158,114,W,460.0,xoroshiro128,17239.0,1
69,343,204,E,99.0,philox,6109.0,1
65,99,143,A,275.0,mersenne,16735.0,1
84,287,239,T,381.0,pcg64,18636.0,1
32,157,12, ,927.0,mersenne,2210.0,1
32,231,444, ,29.0,xoroshiro128,15363.0,1
79,289,227,O,164.0,pcg64,4316.0,1
68,92,283,D,89.0,pcg64,6422.0,1
32,41,191, ,111.0,human,,0
83,33,752,S,111.0,mersenne,16815.0,1
32,374,534, ,342.0,pcg64,16041.0,1
83,61,701,S,623.0,human,,0
32,317,658, ,110.0,mersenne,3500.0,1
68,24,672,D,291.0,mersenne,16694.0,1
69,294,34,E,82.0,xoroshiro128,732.0,1
78,93,168,N,82.0,human,,0
78,344,688,N,543.0,pcg64,15004.0,1
73,328,83,I,284.0,xoroshiro128,17786.0,1
32,350,182, ,463.0,xoroshiro128,13145.0,1
78,335,62,N,623.0,pcg64,565.0,1
68,92,337,D,209.0,pcg64,8902.0,1
72,351,310,H,70.0,pcg64,12090.0,1
82,100,526,R,287.0,mersenne,12036.0,1
32,239,635, ,616.0,philox,11672.0,1
32,352,71, ,433.0,philox,16987.0,1
84,452,918,T,619.0,mersenne,15836.0,1
32,384,163, ,112.0,philox,9539.0,1
73,264,122,I,367.0,pcg64,914.0,1
77,38,262,M,6.0,philox,1755.0,1
